Localização;Beira Leito?;Nº do Carrinho;Cadeado;Andar;Prédio;Usuário conectado;Hostname;Patrimônio;IP;Serial Number CPU;Nome de SO;Os Release;Fabricante;Modelo;Tipo de chassi;Monitor 1;Modelo 1;Patrimônio 1;Monitor 2;Modelo 2;Patrimônio 2;Monitor 3;Modelo 3;Patrimônio 3;Webcam;Headset;DATA;Última atualização por
Hemodinâmica - Observação;;;;4;Principal;ACSC\GM036583;HSI2661D219267;219267;10.30.26.117;DH66K34;Microsoft Windows 11 Pro x64;23H2;Dell Inc.;OptiPlex SFF 7010;desktop;Dell;E2222HS;183989;;;;;;;Não;Não;05/07/2025;Rafael Muller
Hemodinâmica - Observação (Máquina de Crise);;;;4;Principal;ACSC\hsi-hemod01;HSI2661D182913;182913;10.30.27.71;20S8WF3;Microsoft Windows 10 Pro x64;21H1;Dell Inc.;OptiPlex 3080;desktop;Dell;P2018Hc;182882;;;;;;;Não;Não;05/07/2025;Rafael Muller
Hemodinâmica - OPME;;;;4;Principal;ACSC\TD047407;HSI2661D219381;219381;10.30.24.166;7K66K34;Microsoft Windows 11 Pro x64;24H2;Dell Inc.;OptiPlex SFF 7010;desktop;Dell;P2425H;230217;;;;;;;Não;Não;29/10/2025;Rafael Muller
Hemodinâmica - OPME;;;;4;Principal;;HSI2661D162217;162217;10.30.24.131;2H534W2;Microsoft Windows 11 Pro x64;25H2;Dell Inc.;OptiPlex 3060;desktop;Dell;P2016;161841;;;;;;;Não;Sim;28/10/2025;Guilherme Flores
Hemodinâmica - OPME;;;;4;Principal;ACSC\TD047407;HSI2661D6W70SP2;161617;10.30.25.242;6W70SP2;Microsoft Windows 10 Pro x64;1909;Dell Inc.;OptiPlex 3050;desktop;Dell;P2016;48553;;;;;;;Não;Não;20/08/2025;Rafael Muller
Hemodinâmica - Recepção;;;;4;Principal;ACSC\hsi-hemod01;HSI2661D219352;219352;10.30.25.208;CJ66K34;Microsoft Windows 11 Pro x64;23H2;Dell Inc.;OptiPlex SFF 7010;desktop;Dell;E2222HS;189709;;;;;;;Não;Não;11/07/2025;Rafael Muller
Hemodinâmica - Recepção (Máquina de Crise);;;;4;Principal;ACSC\hsi-hemod02;HSI2661D158833;158833;10.30.25.204;B86ZFP2;Microsoft Windows 10 Pro x64;1709;Dell Inc.;OptiPlex 3050;desktop;Dell;158776;P2016;;;;;;;Não;Não;11/07/2025;Rafael Muller
Hemodinâmica - Sala de Atendimento Médico;;;;4;Principal;ACSC\jaqueline.bento;HSI2661D197011;197011;10.30.27.203;414W5T3;Microsoft Windows 11 Pro x64;22H2;Dell Inc.;OptiPlex 3000;desktop;Dell;P2422H;196881;;;;;;;Não;Não;11/07/2025;Rafael Muller
Hemodinâmica - Sala de Comando 01;;;;4;Principal;ACSC\m336634;HSI2661N219306;219306;10.30.53.55;2J16K34;Microsoft Windows 11 Pro x64;23H2;Dell Inc.;Latitude 3440;laptop;;;;;;;;;;Não;Não;05/07/2025;Rafael Muller
Hemodinâmica - Sala de Comando 01;;;;4;Principal;ACSC\m695211;HSI2661D196836;196836;10.30.27.167;CD83LQ3;Microsoft Windows 10 Pro x64;21H2;Dell Inc.;OptiPlex 3090;desktop;Dell;E2222HS;183983;;;;;;;Não;Não;05/07/2025;Rafael Muller
Hemodinâmica - Sala de Comando 01 (Sala de Procedimento);;;;4;Principal;ACSC\rafael.muller;HSI2661D231408;231408;10.30.25.147;GNTVSB4;Microsoft Windows 11 Pro x64;25H2;Dell Inc.;OptiPlex SFF 7020;desktop;Dell;P2425H;230194;;;;;;;Não;Não;16/10/2025;Tiago Abreu
Hemodinâmica - Sala de Comando 02;;;;4;Principal;ACSC\cinara.martins;HSI2661D219359;219359;10.30.24.220;DB66K34;Microsoft Windows 11 Pro x64;23H2;Dell Inc.;OptiPlex SFF 7010;desktop;Dell;E2222HS;189716;;;;;;;Não;Não;25/08/2025;Guilherme Flores
Hemodinâmica - Sala de Comando 02;;;;4;Principal;ACSC\m043062;HSI2661D219353;219353;10.30.25.244;1J66K34;Microsoft Windows 11 Pro x64;23H2;Dell Inc.;OptiPlex SFF 7010;desktop;Dell;E2222HS;189710;;;;;;;Não;Não;05/07/2025;Rafael Muller
Hemodinâmica - Sala de Comando 02;;;;4;Principal;ACSC\m043062;HSI2661D219372;219372;10.30.24.69;BG66K34;Microsoft Windows 11 Pro x64;23H2;Dell Inc.;OptiPlex SFF 7010;desktop;Dell;P2016;158353;;;;;;;Não;Não;05/07/2025;Rafael Muller
Internação;;;;0;Principal;ACSC\gilliard.sousa;HSI2637D219348;219348;10.30.26.35;3966K34;Microsoft Windows 11 Pro x64;23H2;Dell Inc.;OptiPlex SFF 7010;desktop;Dell;P2222H;219407;;;;;;;Sim;Não;07/07/2025;Guilherme Flores
Internação;;;;0;Principal;ACSC\TR004925;HSI2637D182921;182921;10.30.27.213;51S8WF3;Microsoft Windows 10 Pro x64;22H2;Dell Inc.;OptiPlex 3080;desktop;Dell;P2222H;219407;;;;;;;Sim;Não;07/07/2025;Rafael Muller
Internação;;;;0;Principal;ACSC\neusa.burgarelli;HSI3229D158827;158827;10.30.25.178;B8BXFP2;Microsoft Windows 10 Pro x64;22H2;Dell Inc.;OptiPlex 3050;desktop;Dell;P2425H;230246;Dell;P2425H;230190;;;;Sim;Sim;28/10/2025;Guilherme Flores
Internação;;;;0;Principal;ACSC\AT004474;HSI2637D197030;197030;10.30.27.208;BRJ2433HVM;Microsoft Windows 10 Pro x64;21H2;HP;HP ProDesk 400 G7 Small Form Factor PC;desktop;DELL;P2222H;219446;;;;;;;Sim;Não;07/07/2025;Guilherme Flores
Internação;;;;0;Principal;ACSC\JA050751;HSI2637D197028;197028;10.30.27.206;BRJ2433HXK;Microsoft Windows 10 Pro x64;21H2;HP;HP ProDesk 400 G7 Small Form Factor PC;desktop;DELL;P2222H;219445;;;;;;;Não;Não;07/07/2025;Guilherme Flores
Internação;;;;0;Principal;ACSC\EA220035;HSI2637D197031;197031;10.30.27.205;BRJ2433HXN;Microsoft Windows 10 Pro x64;21H2;HP;HP ProDesk 400 G7 Small Form Factor PC;desktop;DELL;P2222H;219437;;;;;;;Sim;Não;07/07/2025;Guilherme Flores
Internação;;;;0;Principal;ACSC\livia.rocha;HSI2637D197027;197027;10.30.27.202;BRJ2433HY3;Microsoft Windows 10 Pro x64;21H2;HP;HP ProDesk 400 G7 Small Form Factor PC;desktop;DELL;P2222H;219474;;;;;;;Sim;Não;07/07/2025;Guilherme Flores
Internação;;;;0;Principal;ACSC\LV508062;HSI2637D219346;219346;10.30.24.99;HB66K34;Microsoft Windows 11 Pro x64;23H2;Dell Inc.;OptiPlex SFF 7010;desktop;Dell;P2222H;183945;Dell;P2018H;182878;;;;Não;Nao;28/10/2025;Rafael Muller
Lactário/Sondário;;;;4;Principal;ACSC\jane.schmitt;HSI2630D189569;189569;10.30.27.57;9JX53Y3;Microsoft Windows 10 Pro x64;22H2;Dell Inc.;OptiPlex 3000;desktop;AOC;E2270S;188759;;;;;;;Não;Não;05/07/2025;Rafael Muller
Lactário/Sondário;;;;4;Principal;ACSC\jane.schmitt;HSI2630D189603;189603;10.30.27.251;CHX53Y3;Microsoft Windows 10 Pro x64;22H2;Dell Inc.;OptiPlex 3000;desktop;AOC;E2270S;188740;;;;;;;Não;Não;05/07/2025;Rafael Muller
Lavanderia;;;;1;Lavanderia;ACSC\melissa.lourenco;HSI2652D149928;149928 / 207144;10.30.27.86;BJZ4MD2;Microsoft Windows 10 Pro x64;22H2;Dell Inc.;OptiPlex 3040;desktop;AOC;E2270S;188750;;;;;;;;;15/10/2025;Rafael Muller
Lavanderia - Coordenação;;;;1;Lavanderia;ACSC\sueli.mayer;HSI2652D182904;182904;10.30.27.102;F2S8WF3;Microsoft Windows 10 Pro x64;22H2;Dell Inc.;OptiPlex 3080;desktop;DELL;P2018H;182863;;;;;;;;;15/08/2025;Rafael Muller
Lavanderia - Costura;;;;0;Lavanderia;ACSC\ab016239;HSI2652D158403;158403;10.30.24.246;295LCK2;Microsoft Windows 10 Pro x64;22H2;Dell Inc.;OptiPlex 3040;desktop;AOC;E2270S;188777;;;;;;;Não;Não;15/08/2025;Tiago Santana
Linha de Cuidado - Ao lado da TI(Temporário);;;;2;Emergência;ACSC\evanizia.silva;HSI4023D230118;230118;10.30.26.134;2NMP574;Microsoft Windows 11 Pro x64;24H2;Dell Inc.;OptiPlex SFF 7020;desktop;Dell;P2222H;230111;Dell;P2222H;230110;;;;Sim;Sim;21/08/2025;Guilherme Flores
Linha de Cuidado - Ao lado da TI(Temporário);;;;2;Emergência;ACSC\rosana.pitz;HSI4023D230120;230120;10.30.26.142;HMMP574;Microsoft Windows 11 Pro x64;24H2;Dell Inc.;OptiPlex SFF 7020;desktop;Dell;P2222H;230109;Dell;P2222H;230113;;;;Sim;Sim;21/08/2025;Guilherme Flores
Linha de Cuidado - Ao lado da TI(Temporário);;;;2;Emergência;ACSC\FF054774;HSI4023D230119;230119;10.30.26.141;JMMP574;Microsoft Windows 11 Pro x64;24H2;Dell Inc.;OptiPlex SFF 7020;desktop;Dell;P2222H;230112;Dell;P2222H;230114;;;;Sim;Sim;21/08/2025;Guilherme Flores
Luizita I;;;;6;Principal;ACSC\m096797;HSI2676D230288;230288;10.30.25.172;7QTVSB4;Microsoft Windows 11 Pro x64;24H2;Dell Inc.;OptiPlex 7020;desktop;DELL;P2016;158801;;;;;;;Não;Não;23/08/2025;Rafael Muller
Luizita I;;;;6;Principal;ACSC\pl045518;HSI2676D230287;230287;10.30.27.164;FPTVSB4;Microsoft Windows 11 Pro x64;24H2;Dell Inc.;OptiPlex 7020;desktop;DELL;E2222HS;196814;;;;;;;Não;Não;23/08/2025;Rafael Muller
Luizita I;;;;6;Principal;ACSC\IL819079;HSI2676D230286;230286;10.30.27.66;GLTVSB4;Microsoft Windows 11 Pro x64;24H2;Dell Inc.;OptiPlex 7020;desktop;DELL;P2018H;182866;;;;;;;Não;Não;23/08/2025;Rafael Muller
Coração de Jesus;Beira Leito Nº 14;;;4;Principal;ACSC\hsi-treina01;HSI3712N189504;189504;10.30.52.151;2XM53Y3;Microsoft Windows 11 Pro x64;23H2;Dell Inc.;Latitude 3420;laptop;;;;;;;;;;Não;Não;05/07/2025;Rafael Muller
Hemodinâmica;Beira Leito Nº 15;;;4;Principal;ACSC\av693332;HSI3712N189700;189700;10.30.54.244;C4QV0L2;Microsoft Windows 11 Pro x64;22H2;Dell Inc.;Latitude 5480;laptop;;;;;;;;;;Não;Não;05/07/2025;Rafael Muller
Hemodinâmica;Beira Leito Nº 16;;;4;Principal;ACSC\mb039971;HSI3712N189521;189521;10.30.53.20;2VM53Y3;Microsoft Windows 11 Pro x64;23H2;Dell Inc.;Latitude 3420;laptop;;;;;;;;;;Não;Não;05/07/2025;Rafael Muller
Menino Deus;Beira Leito Nº 17;;;4;Principal;ACSC\FJ009222;HSI3712N189502;189502;10.30.53.106;4XM53Y3;Microsoft Windows 11 Pro x64;23H2;Dell Inc.;Latitude 3420;laptop;;;;;;;;;;Não;Não;06/07/2025;Rafael Muller
Menino Deus;Beira Leito Nº 18;;;4;Principal;ACSC\JS045248;HSI3712N189515;189515;10.30.53.129;6VM53Y3;Microsoft Windows 11 Pro x64;23H2;Dell Inc.;Latitude 3420;laptop;;;;;;;;;;;;;?
Luizita I - Sala 661;;;;6;Principal;ACSC\ll033623;HSI2676D188815;188815;10.30.27.249;1166YY3;Microsoft Windows 10 Pro x64;22H2;Dell Inc.;OptiPlex 3000;desktop;Dell;;188869;;;;;;;Não;Não;02/07/2025;Guilherme Flores
Luizita I - Sala 661;;;;6;Principal;ACSC\AF028765;HSI2676D158831;158831;10.30.25.173;B8CRFP2;Microsoft Windows 10 Pro x64;1709;Dell Inc.;OptiPlex 3050;desktop;AOC;E2270S;188714;;;;;;;Não;Não;02/07/2025;Guilherme Flores
Luizita I (Máquina de Crise);;;;6;Principal;ACSC\LM104653;HSI2676D230258;230258;10.30.27.162;7NTVSB4;Microsoft Windows 11 Pro x64;24H2;Dell Inc.;OptiPlex 7020;desktop;DELL;E2222HS;196820;;;;;;;Não;Não;24/08/2025;Rafael Muller
Manutenção - Almoxarifado;;;;0;Manutenção;ACSC\tatiana.ooliveira;HSI2627D189678;189678;10.30.24.84;H2F8NY3;Microsoft Windows 11 Pro x64;24H2;Dell Inc.;OptiPlex 3000;desktop;DELL;P2016;158368;Dell;P2425H;219190;;;;Sim;Sim;12/10/2025;Rafael Muller
Manutenção - Almoxarifado;;;;0;Manutenção;acsc\user;HSI2614D158379;158379;10.30.26.85;294NCK2;Microsoft Windows 10 Pro x64;22H2;Dell Inc.;OptiPlex 3040;desktop;LG;E1941;9859;;;;;;;Não;Não;31/10/2025;Luiz Roberto
Manutenção - Almoxarifado;;;;0;Manutenção;ACSC\EV036211;HSI2627D158829;158829;10.30.25.174;B8CSFP2;Microsoft Windows 10 Pro x64;1709;Dell Inc.;OptiPlex 3050;desktop;DELL;P2222H;219451;AOC;E2270;188716;;;;Sim;;21/08/2025;Rafael Muller
Manutenção - Coordenação;;;;1;Manutenção;ACSC\diogo.silva;HSI2627D158349    ;158349;10.30.24.76;28CSCK2;Microsoft Windows 10 Pro x64;21H2;Dell Inc.;Latitude 5420;laptop;DELL;P2422H;229986;;;;;;;;;21/08/2025;Rafael Muller
Manutenção - Eletrotécnica;;;;1;Manutenção;ACSC\maicon.fuchter;HSI2627D158392;158392;10.30.53.100;28HJCK2;Microsoft Windows 10 Pro x64;22H2;Dell Inc.;OptiPlex 3040;desktop;AOC;E2270S;188765;;;;;;;Não;Não;31/10/2025;Luiz Roberto
Manutenção - Engenharia Clínica;;;;1;Manutenção;ACSC\mauricio.silva2;HSI2627D158408;158408;10.30.24.195;294KCK2;Microsoft Windows 10 Pro x64;22H2;Dell Inc.;OptiPlex 3040;desktop;DELL;E2222HS;189645;;;;;;;;;11/08/2025;Rafael Muller
Manutenção - Engenharia Clínica;;;;1;Manutenção;ACSC\t039585;HSI3229N60WVSK3    ;218771;10.30.27.140    ;60WVSK3;Microsoft Windows 10 Pro x64;22H2;Dell Inc.;OptiPlex 3040;desktop;AOC;E2270S;188767;;;;;;;;;31/10/2025;Luiz Roberto
Manutenção - Engenharia Clínica;;;;1;Manutenção;ACSC\t743398;HSI2627D182898;182898;10.30.27.101;J1S8WF3;Microsoft Windows 10 Pro x64;22H2;Dell Inc.;OptiPlex 3080;desktop;DELL;P2016;158357;Dell;P2425H;219189;;;;;;12/10/2025;Rafael Muller
Manutenção - Hidráulica;;;;1;Manutenção;ACSC\delmar.ossuna;HSI2627D158410;158410;10.30.54.45;282MCK2;Microsoft Windows 10 Pro x64;22H2;Dell Inc.;OptiPlex 3040;desktop;AOC;E2270S;188708;;;;;;;Não;Não;31/10/2025;Luiz Roberto
Manutençao - Liderança;;;;1;Manutenção;ACSC\MV066657;HSI2627D182811;182811;10.30.26.93;FWYMMD3;Microsoft Windows 11 Pro x64;22H2;Dell Inc.;OptiPlex 3080;desktop;DELL;E2222HS;189613;Dell;P2016;149913;;;;Sim;Sim;11/08/2025;Rafael Muller
Manutenção - Liderança;;;;1;Manutenção;ACSC\JM003050;HSI2627D219288;219288;10.30.24.121;BB66K34;Microsoft Windows 11 Pro x64;24H2;Dell Inc.;OptiPlex SFF 7010;desktop;DELL;P2018H;182872;Dell;P2425H;230234;;;;Não;Sim;12/10/2025;Rafael Muller
Manutenção - Marcenaria;;;;1;Manutenção;ACSC\JM733706;HSI2627D158376;158376;10.30.53.101;28SJCK2;Microsoft Windows 10 Pro x64;22H2;Dell Inc.;OptiPlex 3040;desktop;AOC;E2270S;188738;;;;;;;Não;Não;31/10/2025;Luiz Roberto
Manutenção - Mecânica;;;;1;Manutenção;ACSC\rj048954;HSI2627D158421;158421;10.30.53.252;28XKCK2;Microsoft Windows 10 Pro x64;22H2;Dell Inc.;OptiPlex 3040;desktop;AOC;E2270S;188786;;;;;;;Não;Não;31/10/2025;Luiz Roberto
Manutenção - Mecânica Refrigeração;;;;1;Manutenção;ACSC\johnny.silvano;HSI2627D218125;218125;10.30.53.174;BJP8MD2;Microsoft Windows 10 Pro x64;22H2;Dell Inc.;OptiPlex 3040;desktop;AOC;E2270S;188733;;;;;;;Não;Não;31/10/2025;Rafael Muller
Manutenção - Painel HSI;;;;1;Manutenção;ACSC\ME123244;HSI2627D158414;149924;10.30.26.71;BJV5MD2;Microsoft Windows 10 Pro x64;22H2;Dell Inc.;OptiPlex 3040;desktop;TV SAMSUNG;;;;;;;;;Não;Não;13/08/2025;Rafael Muller
Manutenção - Painel HSI;;;;1;Manutenção;ACSC\GS113448;HSI2627D158383;158383;10.30.26.147;28SQCK2;Microsoft Windows 10 Pro x64;22H2;Dell Inc.;OptiPlex 3040;desktop;TV  PANASONIC;;;;;;;;;Não;Não;13/08/2025;Rafael Muller
Manutenção - Pintura;;;;1;Manutenção;ACSC\User;HSI2627D158420;158420;10.30.54.12;28VJCK2;Microsoft Windows 10 Pro x64;22H2;Dell Inc.;OptiPlex 3040;desktop;AOC;E2270S;188712;;;;;;;Não;Não;31/10/2025;Rafael Muller
Menino Deus;Beira Leito Nº 19;;;4;Principal;ACSC\EM045465;HSI3712N189562;189562;10.30.53.116;FWM53Y3;Microsoft Windows 11 Pro x64;23H2;Dell Inc.;Latitude 3420;laptop;;;;;;;;;;Não;Não;06/07/2025;Rafael Muller
Menino Deus;Beira Leito Nº 20;;;4;Principal;ACSC\JN001498;HSI3712N189552;189552;10.30.52.241;DXM53Y3;Microsoft Windows 11 Pro x64;22H2;Dell Inc.;Latitude 3420;laptop;;;;;;;;;;Não;Não;06/07/2025;Rafael Muller
Menino Deus;Beira Leito Nº 21;;;4;Principal;ACSC\ezadir.albino;HSI3712N189559;189559;10.30.53.219;FXM53Y3;Microsoft Windows 11 Pro x64;22H2;Dell Inc.;Latitude 3420;laptop;;;;;;;;;;Não;Não;06/07/2025;Rafael Muller
Nossa Senhora Aparecida;Beira Leito Nº 22;;;5;Principal;ACSC\SF112407;HSI3712N189527;;10.30.53.248;7WM53Y3;Microsoft Windows 11 Pro x64;22H2;Dell Inc.;Latitude 3420;laptop;;;;;;;;;;Não;Não;06/07/2025;Rafael Muller
Maternidade - Posto de Enfermagem;;;;3;Principal;ACSC\NB070760;HSI2673D158872;158872;10.30.25.215;6WW1SP2;Microsoft Windows 10 Pro x64;1709;Dell Inc.;OptiPlex 3050;desktop;DELL;P2018H;173401;;;;;;;Não;Não;06/07/2025;Rafael Muller
Maternidade - Posto de Enfermagem;;;;3;Principal;ACSC\jf095608;HSI2673D219396;219396;10.30.24.85;JH66K34;Microsoft Windows 11 Pro x64;23H2;Dell Inc.;OptiPlex SFF 7010;desktop;DELL;P2016;158881;;;;;;;Não;Não;06/07/2025;Rafael Muller
Maternidade - Posto de Enfermagem (Máquina de Crise);;;;3;Principal;ACSC\ac477268;HSI2611D158824;158824;10.30.25.139;B83QFP2;Microsoft Windows 10 Pro x64;1709;Dell Inc.;OptiPlex 3050;desktop;DELL;P2018H;173420;;;;;;;Não;Não;06/07/2025;Rafael Muller
Medicina do Trabalho;;;;3;Emergência;ACSC\SO019136;HSI2619D182756;182756;10.30.24.20;2FVJQB3;Microsoft Windows 11 Pro x64;23H2;Dell Inc.;OptiPlex 3080;desktop;Dell;P2222H;219450;;;;;;;Não;Não;14/08/2025;Guilherme Flores
Medicina do Trabalho;;;;3;Emergência;ACSC\amanda.thome;HSI2619D182912;182912;10.30.24.180;B2S8WF3;Microsoft Windows 11 Pro x64;22H2;Dell Inc.;OptiPlex 3080;desktop;Dell;P2222H;219463;;;;;;;Não;Não;14/08/2025;Guilherme Flores
Medicina do Trabalho;;;;3;Emergência;acsc\lilian.pamplona;HSI2635D219281;219281;10.30.24.194;JC66K34;Microsoft Windows 11 Pro x64;23H2;Dell Inc.;Optiplex SFF 7010;desktop;Dell;P2222H;219420;Dell;P2222H;219432;;;;Sim;Sim;14/08/2025;Rafael Muller
Medicina do Trabalho ;;;;3;Emergência;ACSC\SO019136;HSI2686D189601;189601;10.30.26.132;7GX53Y3;Microsoft Windows 11 Pro x64;24H2;Dell Inc.;OptiPlex 3000;desktop;Dell;P2018H;182745;;;;;;;Não;Não;15/09/2025;Guilherme Flores
Medicina do Trabalho - Consultório Médico;;;;3;Emergência;ACSC\LL221266;HSI2619D158809;158809;10.30.25.207;B89QFP2;Microsoft Windows 10 Pro x64;1709;Dell Inc.;OptiPlex 3050;desktop;Dell;P2016;158796;;;;;;;Sim;Sim;14/08/2025;Rafael Muller
Nossa Senhora Aparecida;Beira Leito Nº 23;;;5;Principal;ACSC\PF071224;HSI3712N189563;;10.30.52.37;JTM53Y3;Microsoft Windows 11 Pro x64;22H2;Dell Inc.;Latitude 3420;laptop;;;;;;;;;;Não;Não;06/07/2025;Rafael Muller
Menino Deus;;;;4;Principal;ACSC\js045248;HSI2678D219397;219397;10.30.25.246;7H66K34;Microsoft Windows 11 Pro x64;23H2;Dell Inc.;OptiPlex SFF 7010;desktop;DELL;P2222H;189619;;;;;;;Não;Não;06/07/2025;Rafael Muller
Menino Deus;;;;4;Principal;ACSC\elaine.hass;HSI2678D158832;158832;10.30.25.196;B89YFP2;Microsoft Windows 10 Pro x64;1709;Dell Inc.;OptiPlex 3050;desktop;DELL;P2016;158793;;;;;;;Não;Não;06/07/2025;Rafael Muller
Menino Deus;;;;4;Principal;ACSC\m072436;HSI2678D158822;158822;10.30.25.197;B8BSFP2;Microsoft Windows 10 Pro x64;1709;Dell Inc.;OptiPlex 3050;desktop;DELL;P2016;158798;;;;;;;Não;Não;06/07/2025;Rafael Muller
Nossa Senhora Aparecida;Beira Leito Nº 24;;;5;Principal;ACSC\fr620939;HSI3712N189526;;10.30.53.134;BYM53Y3;Microsoft Windows 11 Pro x64;22H2;Dell Inc.;Latitude 3420;laptop;;;;;;;;;;Não;Não;06/07/2025;Rafael Muller
Menino Deus;;;;4;Principal;ACSC\Eunice.souza3;HSI2678D173440;173440;10.30.27.33;2JN34W2;Microsoft Windows 11 Pro x64;24H2;Dell Inc.;OptiPlex 3060;desktop;DELL;P2222H;219442;;;;;;;Não;Não;21/10/2025;Guilherme Flores
Nossa Senhora de Fátima - FURB;Beira Leito Nº 25;;;3;Principal;ACSC\taiany.freitas;HSI3712N189505;;10.30.53.235;JWM53Y3;Microsoft Windows 11 Pro x64;23H2;Dell Inc.;Latitude 3420;laptop;;;;;;;;;;Não;Não;06/07/2025;Rafael Muller
Nossa Senhora de Fátima - FURB;Beira Leito Nº 26;;;5;Principal;ACSC\hsi-treina01;HSI3712N189530;;10.30.53.237;9VM53Y3;Microsoft Windows 11 Pro x64;23H2;Dell Inc.;Latitude 3420;laptop;;;;;;;;;;Não;Não;06/07/2025;Rafael Muller
Nossa Senhora de Fátima - FURB;Beira Leito Nº 27;;;3;Principal;ACSC\md099800;HSI3712N189661;;10.30.52.29;8XM53Y3;Microsoft Windows 11 Pro x64;22H2;Dell Inc.;Latitude 3420;laptop;;;;;;;;;;Não;Não;06/07/2025;Rafael Muller
Menino Deus - Frente Posto de Enfermagem;;;;4;Principal;ACSC\flavia.venancio;HSI2682D196839;196839;10.30.27.159;4D83LQ3;Microsoft Windows 11 Pro x64;21H2;Dell Inc.;OptiPlex 3090;desktop;Dell;E2222HS;183996;;;;;;;Não;Não;26/08/2025;Rafael Muller
Menino Deus - Frente Posto de Enfermagem;;;;6;Principal;ACSC\CK002044;HSI2686D182931;182931;10.30.27.81;61S8WF3;Microsoft Windows 10 Pro x64;21H1;Dell Inc.;OptiPlex 3080;desktop;Dell;P2016;158777;Dell;P2425H;230205;;;;Não;Sim;11/10/2025;Rafael Muller
Menino Deus (Máquina de Crise);;;;4;Principal;ACSC\KL891433;HSI2678D230265;230265;10.30.25.24;1NTVSB4;Microsoft Windows 10 Pro x64;24H2;Dell Inc.;OptiPlex SFF 7020;desktop;DELL;P2018H;173415;;;;;;;Não;Não;14/10/2025;Guilherme Flores
NIR;;;;0;Principal;ACSC\DA982790;HSI3088D182755;182755;10.30.25.48;7FVJQB3;Microsoft Windows 11 Pro x64;21H2;Dell Inc.;OptiPlex 3080;desktop;Dell;SE2216H;183804;Dell;P2018H;173617;;;;Não;Não;07/07/2025;Rafael Muller
NIR;;;;0;Principal;ACSC\AP117245;HSI3229D196804;196804;10.30.27.155;9GNNHQ3;Microsoft Windows 10 Pro x64;21H2;Dell Inc.;OptiPlex 3090;desktop;Dell;P2018H;182752;Dell;P2016;158882;;;;Não;Não;07/07/2025;Rafael Muller
NIR;;;;0;Principal;ACSC\GS113448;HSI3229D196802;196802;10.30.27.153;DGNNHQ3;Microsoft Windows 10 Pro x64;21H2;Dell Inc.;OptiPlex 3090;desktop;Dell;P2222H;183948;Dell;E2222HS;183978;;;;Não;Não;07/07/2025;Rafael Muller
NIR - Coordenação;;;;0;Principal;acsc\geise.miller;HSI3229D230261;230261;10.30.24.70;8PTVSB4;Microsoft Windows 11 Pro X64;25H2;Dell Inc.;OptiPlex SFF 7020;desktop;Dell;E2222HS;197057;Dell;P2222H;183949;;;;Sim;Sim;31/10/2025;Guilherme Flores
NIR - Coordenação;;;;0;Principal;ACSC\geise.miller;HSI3229N189699;189699;10.30.54.10;5WPVFP2;Microsoft Windows 10 Pro x64;22H2;Dell Inc.;Latitude 5480;laptop;;;;;;;;;;Não;Não;09/07/2025;Rafael Muller
NIR - Coordenação;;;;0;Principal;ACSC\gs113448;HSI2637D158860;158860;10.30.25.228;6WXTRP2;Microsoft Windows 11 Pro x64;21H2;Dell Inc.;OptiPlex 3050;desktop;Dell;E2222HS;183977;Dell;E2222HS;183987;;;;Não;Sim;09/07/2025;Guilherme Flores
NIR - Coordenação;;;;0;Principal;ACSC\fernando.akiyoshi;HSI3229D184000;184000;10.30.27.154;HGNNHQ3;Microsoft Windows 10 Pro x64;21H2;Dell Inc.;OptiPlex 3090;desktop;Dell;P2222H;183947;Dell;E2222HS;189648;;;;Sim;Não;09/07/2025;Rafael Muller
NIR (Máquina de Crise);;;;0;Principal;ACSC\edineia.souza;HSI3229D182724;182724;10.30.25.119;FMCWF73;Microsoft Windows 10 Pro x64;2004;Dell Inc.;OptiPlex 3080;desktop;Dell;E2222HS;189626;Dell;E2222HS;196865;;;;Não;Não;07/07/2025;Rafael Muller
Nossa Senhora Aparecida;;;;5;Principal;ACSC\MR013898;HSI2684D230268;230268;10.30.25.135;CNTVSB4;Microsoft Windows 11 Pro x64;24H2;Dell Inc.;;desktop;DELL;E2222HSf;188889;;;;;;;Não;Não;09/08/2025;Rafael Muller
Nossa Senhora Aparecida;;;;5;Principal;ACSC\FR620939;HSI2684D230269;230269;10.30.27.89;CQTVSB4;Microsoft Windows 11 Pro x64;24H2;Dell Inc.;;desktop;DELL;E2222HSf;189717;;;;;;;Não;Não;09/08/2025;Rafael Muller
Nossa Senhora de Fátima - FURB;Beira Leito Nº 28;;;3;Principal;ACSC\ma295234;HSI3712N189519;;10.30.53.122;8WM53Y3;Microsoft Windows 11 Pro x64;23H2;Dell Inc.;Latitude 3420;laptop;;;;;;;;;;Não;Não;06/07/2025;Rafael Muller
Nossa Senhora de Fátima - FURB;Beira Leito Nº 29;;;3;Principal;ACSC\MV788665;HSI3712N189525;;10.30.53.221;6YM53Y3;Microsoft Windows 11 Pro x64;23H2;Dell Inc.;Latitude 3420;laptop;;;;;;;;;;Não;Não;06/07/2025;Rafael Muller
Nossa Senhora Aparecida;;;;5;Principal;ACSC\RC092130;HSI2684D219317;219317;10.30.24.96;FF66K34;Microsoft Windows 11 Pro x64;24H2;Dell Inc.;OptiPlex SFF 7010;desktop;DELL;P2018Hc;182881;;;;;;;Não;Não;06/07/2025;Rafael Muller
